country,age_group_2,Image,Question,Score,Num_comparisons
All,21-39,158,walk,5.869075369075369,13
All,21-39,206,walk,4.338624338624339,12
All,21-39,75,walk,3.4407407407407407,9
All,21-39,88,walk,4.663299663299664,6
All,21-39,44,walk,4.348799348799349,12
All,21-39,140,walk,4.863686467853134,12
All,21-39,170,walk,5.194805194805196,7
All,21-39,126,walk,4.166666666666667,4
All,21-39,169,walk,4.00796568627451,16
All,21-39,361,walk,5.9526584526584525,14
All,21-39,123,walk,4.466269841269841,15
All,21-39,337,walk,5.7416904083570754,9
All,21-39,7,walk,4.9788359788359795,9
All,21-39,257,walk,3.8822751322751325,8
All,21-39,96,walk,5.025446775446775,11
All,21-39,119,walk,2.193473193473193,12
All,21-39,195,walk,4.621813371813372,14
All,21-39,278,walk,4.814814814814815,9
All,21-39,398,walk,6.083152958152959,14
All,21-39,223,walk,4.5115995115995124,14
All,21-39,314,walk,3.7844917428250766,15
All,21-39,134,walk,5.234567901234568,10
All,21-39,272,walk,4.666666666666667,5
All,21-39,146,walk,4.756367706367707,13
All,21-39,155,walk,6.261111111111112,12
All,21-39,92,walk,4.474747474747475,5
All,21-39,4,walk,2.62962962962963,5
All,21-39,394,walk,7.018518518518517,10
All,21-39,305,walk,5.625,5
All,21-39,304,walk,3.7264957264957266,10
All,21-39,46,walk,3.9046015712682376,9
All,21-39,297,walk,2.6246565934065935,7
All,21-39,366,walk,6.506172839506172,18
All,21-39,22,walk,3.501683501683502,11
All,21-39,262,walk,3.008387445887446,5
All,21-39,232,walk,5.981481481481482,10
All,21-39,180,walk,3.8937856125356127,9
All,21-39,212,walk,5.9580176767676765,6
All,21-39,151,walk,4.065319865319865,11
All,21-39,135,walk,6.87057387057387,5
All,21-39,220,walk,2.631868131868132,14
All,21-39,254,walk,4.709876543209877,6
All,21-39,260,walk,4.580306267806268,18
All,21-39,124,walk,3.8978174603174605,10
All,21-39,174,walk,8.137788137788139,11
All,21-39,269,walk,5.006863669144371,19
All,21-39,118,walk,5.3013267596600935,11
All,21-39,107,walk,3.8829365079365084,12
All,21-39,82,walk,3.0085470085470085,5
All,21-39,283,walk,5.5357142857142865,11
All,21-39,279,walk,5.51081044953594,14
All,21-39,245,walk,4.70959595959596,8
All,21-39,71,walk,5.910493827160494,9
All,21-39,51,walk,2.9854118285490836,17
All,21-39,61,walk,7.537393162393164,7
All,21-39,103,walk,3.4611422346716467,10
All,21-39,159,walk,5.0,7
All,21-39,104,walk,2.2518037518037515,8
All,21-39,52,walk,3.471694971694972,7
All,21-39,242,walk,4.789464008214009,15
All,21-39,12,walk,4.794464794464795,12
All,21-39,84,walk,5.707079957079957,14
All,21-39,233,walk,2.2619047619047623,6
All,21-39,225,walk,2.896825396825397,8
All,21-39,330,walk,7.368950493950495,7
All,21-39,299,walk,4.96957671957672,14
All,21-39,336,walk,5.772917714094185,9
All,21-39,292,walk,3.8263888888888893,9
All,21-39,145,walk,5.31365239698573,8
All,21-39,95,walk,3.9223985890652555,10
All,21-39,147,walk,4.814814814814816,6
All,21-39,323,walk,6.867928367928368,13
All,21-39,25,walk,3.23489010989011,7
All,21-39,349,walk,7.548400673400674,8
All,21-39,98,walk,2.5873015873015874,7
All,21-39,307,walk,3.5817307692307696,8
All,21-39,70,walk,6.362160062160062,10
All,21-39,74,walk,4.637820512820513,10
All,21-39,91,walk,4.411475869809203,12
All,21-39,214,walk,5.611111111111112,12
All,21-39,93,walk,6.666666666666667,8
All,21-39,208,walk,3.292892292892293,10
All,21-39,121,walk,4.685548293391431,9
All,21-39,360,walk,8.332417582417582,6
All,21-39,36,walk,6.024691358024692,5
All,21-39,264,walk,4.726190476190476,10
All,21-39,20,walk,4.690587190587191,6
All,21-39,293,walk,5.202020202020202,6
All,21-39,13,walk,4.229260935143288,10
All,21-39,335,walk,5.510136688708117,12
All,21-39,247,walk,4.032051282051282,8
All,21-39,229,walk,5.06525974025974,12
All,21-39,227,walk,4.3027056277056275,11
All,21-39,149,walk,4.355699855699856,9
All,21-39,19,walk,3.6489898989898992,11
All,21-39,162,walk,4.584175084175084,11
All,21-39,352,walk,4.59898434898435,13
All,21-39,122,walk,3.2102564102564104,10
All,21-39,271,walk,5.7034932659932664,11
All,21-39,284,walk,3.6984126984126986,7
All,21-39,237,walk,3.9522206188872855,9
All,21-39,390,walk,5.737179487179488,12
All,21-39,251,walk,4.521043771043771,11
All,21-39,128,walk,3.846153846153846,6
All,21-39,318,walk,4.277777777777778,6
All,21-39,267,walk,5.2716727716727725,7
All,21-39,295,walk,4.52891552891553,10
All,21-39,160,walk,1.7195767195767195,6
All,21-39,105,walk,4.171364349935779,14
All,21-39,120,walk,5.479700854700854,10
All,21-39,108,walk,5.440897882074353,12
All,21-39,326,walk,6.955266955266956,7
All,21-39,273,walk,4.5551146384479715,14
All,21-39,27,walk,3.889450056116723,11
All,21-39,192,walk,4.743589743589744,4
All,21-39,202,walk,2.8661616161616164,8
All,21-39,392,walk,7.517985982271697,10
All,21-39,375,walk,5.921058108558108,11
All,21-39,218,walk,3.9736652236652237,11
All,21-39,369,walk,4.462962962962964,10
All,21-39,385,walk,6.996071829405163,18
All,21-39,268,walk,5.630952380952381,14
All,21-39,205,walk,3.305555555555556,5
All,21-39,57,walk,7.01388888888889,6
All,21-39,248,walk,3.9585858585858587,10
All,21-39,80,walk,5.170336653179791,17
All,21-39,289,walk,3.4305555555555554,8
All,21-39,47,walk,3.232709750566894,12
All,21-39,201,walk,3.3333333333333335,9
All,21-39,345,walk,5.532828282828283,11
All,21-39,45,walk,3.8708791208791213,8
All,21-39,58,green,5.370370370370371,4
All,21-39,368,green,4.080009496676164,8
All,21-39,86,green,8.055555555555555,7
All,21-39,250,green,5.864542864542865,11
All,21-39,210,green,7.256161236424394,5
All,21-39,321,green,4.80952380952381,9
All,21-39,111,green,3.8271604938271606,7
All,21-39,182,green,7.490740740740741,10
All,21-39,41,green,4.84006734006734,7
All,21-39,276,green,5.616161616161617,5
All,21-39,322,green,3.2996632996632997,9
All,21-39,196,green,4.188034188034188,12
All,21-39,327,green,8.691197691197692,5
All,21-39,303,green,4.162393162393163,7
All,21-39,136,green,5.910467050817928,10
All,21-39,184,green,4.707070707070708,11
All,21-39,114,green,3.5965811965811967,20
All,21-39,110,green,4.037927350427351,15
All,21-39,377,green,3.398148148148148,14
All,21-39,139,green,5.75296146348778,9
All,21-39,132,green,4.9259259259259265,9
All,21-39,241,green,6.126543209876544,9
All,21-39,154,green,4.876262626262626,11
All,21-39,313,green,6.0577262243928915,14
All,21-39,178,green,5.504960317460318,7
All,21-39,342,green,3.76929012345679,9
All,21-39,294,green,6.433080808080809,11
All,21-39,141,green,4.5993589743589745,12
All,21-39,63,green,3.803350970017637,15
All,21-39,286,green,2.2158119658119664,10
All,21-39,353,green,2.960351377018044,12
All,21-39,199,green,6.363756613756614,12
All,21-39,351,green,6.076576201576202,11
All,21-39,190,green,5.806216931216931,10
All,21-39,153,green,4.0178913957109454,19
All,21-39,338,green,4.57843137254902,8
All,21-39,288,green,6.614035087719299,10
All,21-39,370,green,3.5361823361823363,9
All,21-39,234,green,6.50332383665717,9
All,21-39,379,green,4.803807303807304,9
All,21-39,55,green,1.5,6
All,21-39,266,green,7.377914483177641,7
All,21-39,378,green,1.931818181818182,8
All,21-39,263,green,8.113095238095239,7
All,21-39,109,green,5.852553878869669,13
All,21-39,355,green,4.966875716875717,11
All,21-39,28,green,3.4540950440073246,11
All,21-39,101,green,6.976190476190477,9
All,21-39,384,green,6.532407407407407,9
All,21-39,102,green,7.001398601398602,10
All,21-39,97,green,5.653619528619529,12
All,21-39,386,green,4.318181818181818,4
All,21-39,187,green,4.496993746993747,14
All,21-39,53,green,2.8597883597883595,12
All,21-39,317,green,4.164320429026311,15
All,21-39,207,green,4.236000020313746,13
All,21-39,244,green,5.161616161616162,9
All,21-39,66,green,2.016806722689076,7
All,21-39,183,green,7.370580808080808,8
All,21-39,312,green,7.510141093474427,12
All,21-39,186,green,6.437157287157288,10
All,21-39,3,green,3.6309523809523814,8
All,21-39,73,green,2.6376130749195767,13
All,21-39,315,green,4.56789125906773,13
All,21-39,6,green,3.2894327894327895,11
All,21-39,204,green,6.374269005847954,6
All,21-39,68,green,1.7679738562091505,6
All,21-39,42,green,2.3831168831168834,11
All,21-39,198,green,5.270202020202021,10
All,21-39,26,green,5.999883449883451,8
All,21-39,340,green,6.320037986704654,13
All,21-39,226,green,4.96969696969697,5
All,21-39,87,green,7.826617826617827,7
All,21-39,235,green,5.0828222703222705,9
All,21-39,228,green,3.8114688552188554,12
All,21-39,357,green,7.306853640186974,7
All,21-39,371,green,4.06437746788624,21
All,21-39,157,green,3.8703703703703702,9
All,21-39,224,green,7.679400846067512,10
All,21-39,23,green,3.2778332778332784,13
All,21-39,334,green,3.088067705714765,13
All,21-39,15,green,3.907407407407408,5
All,21-39,24,green,4.090909090909091,11
All,21-39,367,green,4.815875845287611,8
All,21-39,50,green,3.0562839937839943,13
All,21-39,306,green,6.19047619047619,6
All,21-39,291,green,3.7815887815887814,11
All,21-39,265,green,4.459235209235209,11
All,21-39,309,green,5.619488536155203,14
All,21-39,253,green,5.506944444444445,6
All,21-39,127,green,4.858585858585859,8
All,21-39,65,green,3.5155573593073592,8
All,21-39,193,green,5.446296296296297,11
All,21-39,177,green,7.5,5
All,21-39,78,green,3.249158249158249,11
All,21-39,389,green,6.964285714285715,7
All,21-39,164,green,4.755892255892257,12
All,21-39,400,green,4.572547327011613,11
All,21-39,216,green,5.5439153439153435,9
All,21-39,333,green,2.9733877233877237,10
All,21-39,138,green,6.92349589408413,10
All,21-39,328,green,8.023370964547436,10
All,21-39,325,green,3.1063021945374887,11
All,21-39,179,green,6.041666666666667,10
All,21-39,166,green,7.542331876213456,11
All,21-39,354,green,5.0,4
All,21-39,302,green,4.883644133644134,11
All,21-39,329,green,4.553030303030304,11
All,21-39,64,green,2.6077441077441073,12
All,21-39,85,green,4.714905464905465,11
All,21-39,387,green,4.029761904761905,9
All,21-39,188,green,4.365800865800866,10
All,21-39,163,green,7.181627895913611,13
All,21-39,100,green,5.9491320894829665,7
All,21-39,382,green,2.8252314814814814,18
All,21-39,117,green,3.7215099715099718,8
All,21-39,374,green,4.11001221001221,15
All,21-39,200,green,5.111111111111111,7
All,21-39,40,green,3.9741215574548905,13
All,21-39,397,green,1.772138680033417,19
All,21-39,249,green,4.206216006216006,8
All,21-39,67,green,6.07037037037037,9
All,21-39,33,green,6.2139423076923075,5
All,21-39,10,green,2.9747150997150995,12
All,21-39,5,green,3.969641469641469,10
All,21-39,54,green,2.543566001899335,13
All,21-39,300,green,6.279100529100529,10
All,21-39,298,green,4.607323232323233,10
All,21-39,215,green,6.018518518518519,10
All,21-39,359,green,1.8611111111111112,5
All,21-39,391,green,4.287593887593888,12
All,21-39,393,green,4.816498316498317,9
All,21-39,222,green,5.41934046345811,8
All,21-39,175,green,7.714692714692714,6
All,21-39,39,green,5.06974506974507,9
All,21-39,231,green,5.341202007868675,7
All,21-39,255,green,6.661183261183261,11
All,21-39,18,green,4.503110645967789,11
All,21-39,168,green,6.185185185185185,9
All,21-39,43,green,2.9334309481368304,17
All,21-39,287,green,2.5418813990242564,12
All,21-39,277,green,7.021825396825398,5
All,21-39,319,green,3.5974426807760147,14
All,21-39,9,green,6.367835097001764,10
All,21-39,316,green,4.61924121057248,19
All,21-39,69,green,3.007936507936508,7
All,21-39,99,green,4.677083333333334,16
All,21-39,236,green,4.425472675472676,13
All,21-39,259,green,6.172839506172839,9
All,21-39,281,green,7.050264550264551,9
All,21-39,89,green,4.444444444444445,6
All,21-39,77,green,3.594488300370654,12
All,21-39,343,green,3.831908831908832,6
All,21-39,310,green,5.430373914584441,9
All,21-39,256,green,3.409090909090909,8
All,21-39,125,green,3.240870681346872,18
All,21-39,383,green,4.440242763772176,12
All,21-39,339,green,4.232632446918161,10
All,21-39,8,green,4.954415954415955,9
All,21-39,243,green,7.4259259259259265,12
All,21-39,115,green,5.722488840135899,11
All,21-39,246,green,5.555555555555555,9
All,21-39,348,green,5.002394876079087,9
All,21-39,11,green,3.0180827886710238,10
All,21-39,173,green,5.935897435897436,13
All,21-39,16,green,2.6569282569282566,11
All,21-39,76,green,3.1296296296296298,9
All,21-39,59,green,3.3279720279720277,10
All,21-39,364,green,5.268518518518518,8
All,21-39,142,green,5.923280423280423,12
All,21-39,373,green,4.46041921041921,13
All,21-39,144,green,7.407407407407408,9
All,21-39,90,green,5.167628667628668,11
All,21-39,362,green,2.140381405087288,11
All,21-39,72,green,4.482323232323233,11
All,21-39,161,green,5.302422723475355,7
All,21-39,137,green,5.2704678362573105,10
All,21-39,274,green,5.90964590964591,13
All,21-39,350,green,5.8791208791208796,7
All,21-39,189,green,4.946479446479447,9
All,21-39,165,green,6.031746031746032,14
All,21-39,60,green,3.6649831649831652,9
All,21-39,94,green,3.5332722832722836,8
All,21-39,131,green,8.078703703703704,4
All,21-39,171,green,3.340067340067341,10
All,21-39,311,green,5.6944444444444455,6
All,21-39,324,green,5.4866452991453,10
All,21-39,113,green,3.618233618233618,9
All,21-39,219,green,5.30892255892256,10
All,21-39,331,green,3.013755341880342,13
All,21-39,296,green,4.917573167573168,13
All,21-39,143,green,5.978395061728396,8
All,21-39,270,green,5.7927350427350435,10
All,21-39,221,green,6.543358262108262,6
All,21-39,21,green,1.76417004048583,8
All,21-39,83,green,6.528964862298196,10
All,21-39,301,green,4.340277777777778,12
All,21-39,32,green,4.115967365967366,10
All,21-39,258,green,6.345776137442804,13
All,21-39,79,green,5.388888888888889,9
All,21-39,341,green,4.6494708994708995,9
All,21-39,372,green,6.595228119737924,12
All,21-39,209,green,4.9769119769119765,11
All,21-39,238,green,4.254901960784314,10
All,21-39,14,green,2.3412698412698414,8
All,21-39,167,green,5.342151675485009,10
All,21-39,285,green,3.483516483516484,7
All,21-39,116,green,6.24949124949125,9
All,21-39,332,green,2.6116106116106117,7
All,21-39,191,green,5.2699214365881035,10
All,21-39,185,green,5.957992624659292,9
All,21-39,261,green,5.576058201058202,8
All,21-39,230,green,7.123626373626374,7
All,21-39,197,green,4.450757575757577,12
All,21-39,290,green,3.714114832535886,11
All,21-39,2,green,4.544492544492544,11
All,21-39,172,green,3.291666666666667,14
All,21-39,106,green,4.78149704326175,17
All,21-39,399,green,3.918803418803418,10
All,21-39,211,green,6.643222639933166,10
All,21-39,81,green,5.962024087024087,12
All,21-39,320,green,4.408831908831909,12
All,21-39,213,green,6.03920153920154,12
All,21-39,29,green,3.9132298013876965,19
All,21-39,37,green,2.6851508280079712,11
All,21-39,176,green,4.421296296296297,10
All,21-39,388,green,3.6836620169953505,11
All,21-39,112,green,6.311965811965813,10
All,21-39,152,green,4.612253487253487,10
All,21-39,240,green,6.0398148148148145,10
All,21-39,308,green,4.962962962962964,15
All,21-39,381,green,4.803841991341992,11
All,21-39,380,green,4.855098605098606,10
All,21-39,148,green,4.985136452241716,12
All,21-39,17,green,1.1111111111111114,4
All,21-39,133,green,8.333333333333334,7
All,21-39,365,green,5.594475456317562,11
All,21-39,282,green,5.504305879305879,13
All,21-39,62,green,6.959876543209877,8
All,21-39,31,green,3.9337358547884866,10
All,21-39,35,green,2.4345238095238098,10
All,21-39,346,green,3.626724763979666,9
All,21-39,376,green,5.357142857142858,7
All,21-39,347,green,4.338235294117648,17
All,21-39,129,green,5.050634550634551,13
All,21-39,34,green,3.9075042021470594,16
All,21-39,356,green,4.693917193917194,9
All,21-39,239,green,3.140572390572391,9
All,21-39,396,green,3.6722536722536723,9
All,21-39,56,green,2.4166666666666665,5
All,21-39,344,green,3.0461945461945463,7
All,21-39,252,green,5.1059218559218555,14
All,21-39,203,green,3.1836959336959336,10
All,21-39,280,green,5.126262626262626,8
All,21-39,156,green,5.681598494098495,8
All,21-39,194,green,4.9273989898989905,8
All,21-39,217,green,7.347245347245348,12
All,21-39,275,green,5.833333333333334,4
All,21-39,49,green,2.1666666666666665,6
All,21-39,1,green,4.843167480667481,15
All,21-39,363,green,3.905626780626781,15
All,21-39,130,green,6.671084763190027,7
All,21-39,181,green,7.01904761904762,8
All,21-39,38,green,5.930134090673307,14
All,21-39,30,green,2.018340455840456,9
All,21-39,150,green,6.177910052910053,10
All,21-39,358,green,1.5466015466015468,14
All,21-39,158,green,7.475436627483411,11
All,21-39,206,green,7.706552706552706,9
All,21-39,75,green,4.59920634920635,7
All,21-39,88,green,6.319535221496006,5
All,21-39,44,green,3.798731361231361,10
All,21-39,140,green,7.081744765955293,9
All,21-39,170,green,4.9603174603174605,14
All,21-39,126,green,5.148268398268398,7
All,21-39,169,green,5.887842316413745,16
All,21-39,361,green,1.8725839338584438,8
All,21-39,123,green,4.351851851851852,8
All,21-39,337,green,4.382275132275132,12
All,21-39,7,green,2.102072310405644,12
All,21-39,257,green,3.641534391534392,11
All,21-39,96,green,6.851851851851851,6
All,21-39,119,green,8.037185037185038,7
All,21-39,195,green,4.222222222222222,8
All,21-39,278,green,7.752638339104505,14
All,21-39,398,green,2.361111111111111,10
All,21-39,223,green,5.975243891910559,12
All,21-39,314,green,4.0015948963317385,10
All,21-39,134,green,8.672924297924299,9
All,21-39,272,green,3.0086691086691086,14
All,21-39,146,green,4.121545121545122,11
All,21-39,155,green,5.262626262626262,11
All,21-39,92,green,8.116661603503708,8
All,21-39,4,green,4.265401265401265,10
All,21-39,394,green,6.634343434343434,11
All,21-39,305,green,5.580908289241623,14
All,21-39,304,green,3.4166666666666665,12
All,21-39,46,green,7.058821295663401,11
All,21-39,297,green,3.916666666666667,12
All,21-39,366,green,4.2116602533269205,11
All,21-39,22,green,3.400446004612671,9
All,21-39,262,green,5.740740740740741,9
All,21-39,232,green,4.6554955765482084,8
All,21-39,180,green,6.045454545454546,11
All,21-39,212,green,5.442279942279943,11
All,21-39,151,green,7.143874643874644,8
All,21-39,135,green,6.828205298600036,13
All,21-39,220,green,6.564903846153846,10
All,21-39,254,green,4.024971941638608,9
All,21-39,124,green,5.184463684463684,10
All,21-39,174,green,8.333333333333334,4
All,21-39,269,green,6.9475200725200725,12
All,21-39,118,green,6.893121693121693,9
All,21-39,107,green,5.724747474747475,12
All,21-39,82,green,6.635487138325116,15
All,21-39,283,green,8.091730800064134,8
All,21-39,279,green,4.720117845117845,9
All,21-39,245,green,6.183164983164983,15
All,21-39,71,green,3.0409108087679515,18
All,21-39,51,green,2.1164502164502164,11
All,21-39,61,green,3.6391534391534393,10
All,21-39,103,green,4.545824545824546,9
All,21-39,159,green,7.450487012987014,12
All,21-39,104,green,1.750321107463965,11
All,21-39,52,green,3.181337181337182,9
All,21-39,242,green,5.383870758870759,18
All,21-39,12,green,3.7795414462081123,9
All,21-39,84,green,5.376221001221001,13
All,21-39,233,green,6.31010101010101,9
All,21-39,225,green,3.9242778826112166,12
All,21-39,330,green,3.425954703732482,15
All,21-39,299,green,5.222222222222222,6
All,21-39,336,green,2.697811447811448,11
All,21-39,292,green,5.5331088664422,9
All,21-39,145,green,5.26419413919414,14
All,21-39,95,green,5.007215007215008,9
All,21-39,147,green,7.6788587630692895,11
All,21-39,323,green,5.736111111111111,9
All,21-39,25,green,4.950925925925926,12
All,21-39,349,green,4.62962962962963,4
All,21-39,98,green,7.3945868945868956,9
All,21-39,307,green,3.131313131313131,9
All,21-39,70,green,5.1440232525758836,7
All,21-39,74,green,4.007575757575758,8
All,21-39,91,green,4.218855218855219,10
All,21-39,214,green,5.098824786324786,13
All,21-39,93,green,5.2716727716727725,13
All,21-39,208,green,4.437624875124875,11
All,21-39,121,green,5.666666666666667,9
All,21-39,360,green,6.475732600732601,10
All,21-39,36,green,5.007716049382717,8
All,21-39,264,green,4.25479491268965,17
All,21-39,20,green,2.13697705802969,12
All,21-39,293,green,7.571428571428571,7
All,21-39,13,green,2.8365384615384617,8
All,21-39,335,green,1.6698827679219839,9
All,21-39,247,green,4.7896591970121385,16
All,21-39,229,green,4.4563492063492065,10
All,21-39,227,green,5.77904317904318,7
All,21-39,149,green,3.7808641975308643,8
All,21-39,19,green,2.894975394975395,9
All,21-39,162,green,5.515873015873016,6
All,21-39,352,green,2.916666666666667,4
All,21-39,122,green,7.42108585858586,8
All,21-39,271,green,4.987322807911044,11
All,21-39,284,green,6.25,8
All,21-39,237,green,6.465608465608466,12
All,21-39,390,green,1.693121693121693,14
All,21-39,251,green,2.742368742368743,10
All,21-39,128,green,3.6760611392964337,11
All,21-39,318,green,8.215488215488216,9
All,21-39,267,green,6.177248677248678,10
All,21-39,295,green,4.470991970991971,11
All,21-39,160,green,4.194003527336862,7
All,21-39,105,green,4.82905982905983,6
All,21-39,120,green,4.4444444444444455,9
All,21-39,108,green,5.107323232323233,11
All,21-39,326,green,4.201267056530215,10
All,21-39,273,green,5.818082788671024,5
All,21-39,27,green,1.1441798941798942,9
All,21-39,192,green,5.519349477682811,13
All,21-39,202,green,5.161736411736412,9
All,21-39,392,green,3.4917389709056375,10
All,21-39,48,green,5.03977503977504,14
All,21-39,375,green,5.792836792836793,9
All,21-39,218,green,5.002039627039627,13
All,21-39,369,green,5.626698573757397,17
All,21-39,385,green,6.601424501424502,10
All,21-39,268,green,4.599358974358975,11
All,21-39,205,green,4.141865079365079,8
All,21-39,57,green,5.0,12
All,21-39,248,green,4.92661659328326,6
All,21-39,80,green,2.6664076664076664,9
All,21-39,289,green,5.4460036151212625,16
All,21-39,47,green,5.295868347338936,7
All,21-39,201,green,4.932748538011697,9
All,21-39,345,green,5.963872728578611,6
All,21-39,45,green,3.472222222222222,6
Singapore,40+,305,safe,7.321428571428571,4
Singapore,40+,276,safe,4.277777777777778,6
Singapore,40+,45,safe,5.555555555555555,4
Singapore,40+,380,safe,6.027777777777778,10
Singapore,40+,278,safe,4.166666666666667,6
Singapore,40+,69,safe,1.6666666666666667,4
Singapore,40+,83,safe,3.3333333333333335,4
Singapore,40+,11,safe,4.708333333333334,5
Singapore,40+,85,safe,3.3333333333333335,6
Singapore,40+,340,safe,5.351851851851852,10
Singapore,40+,120,safe,6.629629629629629,5
Singapore,40+,58,safe,3.8888888888888893,8
Singapore,40+,64,safe,3.666666666666667,5
Singapore,40+,80,safe,6.6613756613756605,6
Singapore,40+,13,safe,2.388888888888889,5
Singapore,40+,176,safe,4.880952380952381,7
Singapore,40+,67,safe,4.611111111111112,5
Singapore,40+,217,safe,6.666666666666667,4
Singapore,40+,35,safe,3.1666666666666665,8
Singapore,40+,348,safe,4.375,4
Singapore,40+,100,safe,6.0,5
Singapore,40+,219,safe,1.2962962962962965,4
Singapore,40+,44,safe,5.333333333333334,5
Singapore,40+,319,safe,7.333333333333334,6
Singapore,40+,326,safe,2.1296296296296298,4
Singapore,40+,119,safe,2.817460317460317,6
Singapore,40+,331,safe,3.8888888888888893,6
Singapore,40+,286,safe,4.2592592592592595,9
Singapore,40+,302,safe,5.0,4
Singapore,40+,337,safe,5.416666666666667,4
Singapore,40+,10,safe,6.087962962962963,8
Singapore,40+,4,safe,4.275132275132275,7
Singapore,40+,124,safe,2.777777777777778,5
Singapore,40+,252,safe,3.3333333333333335,5
Singapore,40+,208,safe,5.25,4
Singapore,40+,125,safe,6.388888888888888,4
Singapore,40+,159,safe,3.666666666666667,5
Singapore,40+,38,safe,5.018518518518519,9
Singapore,40+,235,safe,2.962962962962963,4
Singapore,40+,212,safe,6.805555555555555,4
Singapore,40+,111,safe,2.777777777777778,4
Singapore,40+,194,safe,5.595238095238096,4
Singapore,40+,363,safe,6.166666666666667,6
Singapore,40+,317,safe,4.7023809523809526,7
Singapore,40+,247,safe,5.243055555555555,9
Singapore,40+,342,safe,3.7777777777777777,5
Singapore,40+,118,safe,2.0,5
Singapore,40+,378,safe,4.0,4
Singapore,40+,55,safe,7.083333333333334,4
Singapore,40+,142,safe,3.9682539682539684,6
Singapore,40+,60,safe,2.5,4
Singapore,40+,103,safe,1.9047619047619047,4
Singapore,40+,77,safe,6.0,5
Singapore,40+,134,safe,2.037037037037037,6
Singapore,40+,299,safe,1.6666666666666667,4
Singapore,40+,68,safe,3.527777777777778,5
Singapore,40+,30,safe,6.666666666666667,4
Singapore,40+,63,safe,3.703703703703704,6
Singapore,40+,170,safe,1.8333333333333335,4
Singapore,40+,104,safe,2.5,4
Singapore,40+,131,safe,6.137566137566138,7
Singapore,40+,171,safe,4.333333333333334,5
Singapore,40+,303,safe,3.465608465608466,7
Singapore,40+,20,safe,3.75,6
Singapore,40+,87,safe,7.01388888888889,5
Singapore,40+,310,safe,3.6111111111111116,4
Singapore,40+,345,safe,6.080246913580247,9
Singapore,40+,259,safe,6.349206349206349,4
Singapore,40+,245,safe,5.138888888888888,8
Singapore,40+,155,safe,2.7777777777777777,6
Singapore,40+,260,safe,4.4444444444444455,6
Singapore,40+,153,safe,4.4444444444444455,9
Singapore,40+,1,safe,4.166666666666667,4
Singapore,40+,197,safe,5.0,4
Singapore,40+,266,safe,5.912698412698413,7
Singapore,40+,391,safe,6.555555555555556,5
Singapore,40+,41,safe,4.047619047619048,4
Singapore,40+,24,safe,5.4259259259259265,4
Singapore,40+,75,safe,3.62962962962963,5
Singapore,40+,218,safe,1.4920634920634923,8
Singapore,40+,29,safe,3.3333333333333335,4
Singapore,40+,23,safe,3.7777777777777777,5
Singapore,40+,166,safe,7.407407407407408,4
Singapore,40+,306,safe,5.250000000000001,5
Singapore,40+,177,safe,4.166666666666667,4
Singapore,40+,96,safe,3.5833333333333335,5
Singapore,40+,225,safe,3.8888888888888893,6
Singapore,40+,22,safe,1.8888888888888888,6
Singapore,40+,175,safe,2.0,4
Singapore,40+,172,safe,0.0,4
Singapore,40+,220,safe,7.666666666666666,4
Singapore,40+,46,safe,4.444444444444445,6
Singapore,40+,147,safe,3.055555555555556,4
Singapore,40+,97,safe,6.296296296296297,6
Singapore,40+,86,safe,2.203703703703704,4
Singapore,40+,228,safe,6.851851851851851,4
Singapore,40+,216,safe,1.9444444444444446,4
Singapore,40+,294,safe,1.7777777777777781,6
Singapore,40+,116,safe,4.296296296296297,5
Singapore,40+,281,safe,3.3333333333333335,5
Singapore,40+,88,safe,5.0,4
Singapore,40+,143,safe,6.309523809523809,4
Singapore,40+,99,safe,1.8333333333333335,4
Singapore,40+,51,safe,6.25,4
Singapore,40+,350,safe,4.4444444444444455,6
Singapore,40+,122,safe,3.75,4
Singapore,40+,144,safe,1.8888888888888888,5
Singapore,40+,59,safe,1.1111111111111114,4
Singapore,40+,349,safe,4.972222222222222,5
Singapore,40+,383,safe,7.592592592592593,4
Singapore,40+,334,safe,4.666666666666667,5
Singapore,40+,258,safe,2.5,4
Singapore,40+,364,safe,3.8888888888888893,5
Singapore,40+,70,safe,4.666666666666667,5
Singapore,40+,106,safe,6.2592592592592595,5
Singapore,40+,6,safe,3.3333333333333335,4
Singapore,40+,189,safe,4.4444444444444455,6
Singapore,40+,18,safe,4.166666666666667,4
Singapore,40+,382,safe,2.4285714285714284,7
Singapore,40+,359,safe,5.476190476190476,7
Singapore,40+,352,safe,5.333333333333334,5
Singapore,40+,393,safe,4.458333333333333,6
Singapore,40+,236,safe,7.111111111111112,4
Singapore,40+,179,safe,4.444444444444445,6
Singapore,40+,373,safe,2.5347222222222223,6
Singapore,40+,91,safe,1.6666666666666667,4
Singapore,40+,316,safe,2.5,4
Singapore,40+,109,safe,2.0444444444444443,8
Singapore,40+,290,safe,5.0,4
Singapore,40+,315,safe,6.253968253968254,7
Singapore,40+,148,safe,6.666666666666667,4
Singapore,40+,351,safe,7.654320987654321,4
Singapore,40+,39,safe,3.6111111111111116,4
Singapore,40+,284,safe,2.833333333333334,5
Singapore,40+,365,safe,6.444444444444444,10
Singapore,40+,338,safe,5.555555555555555,4
Singapore,40+,398,safe,6.777777777777778,5
Singapore,40+,360,safe,4.166666666666667,4
